X1MOMEDU,X1DADEDU,X1SES,X1MTHEFF,X1MTHINT,X1SCIUTI,X1SCIEFF,X1SCIINT,X1SCHOOLBEL,X1SCHOOLENG,X1STUEDEXPCT,X1PAREDEXPCT,X1SCHOOLCLI,X1COUPERTEA,X1COUPERCOU,X1COUPERPRI,X3TGPA9TH,S1NOHWDN,S1NOPAPER,S1NOBOOKS,S1LATE,S1PAYOFF,S1GETINTOCLG,S1AFFORD,S1WORKING,S1FRNDGRADES,S1FRNDSCHOOL,S1FRNDCLASS,S1FRNDCLG,S1HRMHOMEWK,S1HRSHOMEWK,S1HROTHHOMWK,S1SUREHSGRAD,P1BEHAVE,P1ATTEND,P1PERFORM,X4EVERDROP,X4PSENRSTLV
2,0,-0.6782,0.07,-0.66,-1.32,-0.9,-1.05,-0.83,-1.36,6,8,-3.64,-0.6,-1.38,0.54,2.0,3,2,3,3,3,2,3,3,1,1,1,1,1,1,1.0,1,3,1,3,0,1
4,7,1.9474,1.62,0.3,0.52,1.83,1.38,-0.12,-0.2,10,10,-0.74,-0.93,1.15,1.1,4.0,2,2,2,2,2,4,4,4,1,1,1,1,1,1,1.0,1,1,1,2,0,1
2,2,-0.1027,0.49,0.85,0.1,0.36,0.87,0.21,0.21,2,8,-0.41,-0.8,1.15,1.1,3.5,3,2,2,1,3,3,3,3,2,2,1,1,1,1,1.0,1,1,1,1,0,1
4,3,0.1474,0.78,1.41,0.1,-0.17,1.25,0.49,0.71,8,10,-0.72,0.85,1.15,1.1,3.5,2,1,1,2,3,3,3,4,1,1,1,1,2,2,2.0,1,1,1,1,0,1
2,2,-0.0655,0.1,0.19,0.1,-1.33,-1.38,1.34,1.39,2,10,0.08,0.87,1.02,0.8,3.5,1,1,1,1,4,4,4,4,1,1,1,1,1,1,2.0,1,1,1,2,0,0
2,0,-0.8837,-0.58,-2.46,1.69,0.38,0.93,-1.08,-2.09,10,2,-0.9,-1.65,-0.33,-1.5,1.0,3,3,3,4,1,4,4,2,1,1,2,1,1,1,1.0,1,1,3,2,1,0
3,4,0.6075,1.62,-0.16,1.69,0.25,0.99,1.59,-1.51,10,10,0.7,-0.05,-0.21,0.2,3.5,4,1,4,2,4,4,4,4,1,2,1,1,1,2,2.0,1,1,1,1,0,1
1,1,-0.9992,-0.85,0.01,1.69,-0.05,0.87,1.59,-0.58,10,6,-1.01,-0.6,0.21,0.95,2.0,3,2,2,2,4,4,4,4,1,1,1,1,1,1,1.0,1,1,1,1,0,0
2,2,-0.0902,-0.17,-0.18,0.1,-1.22,-1.0,-0.37,0.12,4,8,0.6,-0.8,-1.85,-1.54,4.0,1,1,3,2,3,3,2,3,1,1,1,1,1,1,1.0,1,1,1,1,1,1
1,0,-1.7157,1.62,1.69,0.66,0.25,-0.17,1.59,1.01,2,10,1.14,1.17,0.74,1.1,1.0,2,1,1,1,1,4,2,2,1,2,1,2,1,1,2.0,1,1,3,1,1,0
4,5,0.7693,0.95,-0.18,-1.5,-0.59,-1.83,-0.59,-0.62,8,10,1.15,1.27,1.15,1.1,3.5,2,3,2,2,2,4,4,3,1,2,1,1,2,1,3.0,1,1,1,1,0,1
2,4,0.4316,1.07,-0.18,-0.89,-0.36,0.16,-0.39,0.21,11,3,-0.39,-0.8,-1.03,-0.23,2.5,3,2,1,1,3,4,4,3,1,2,1,1,1,1,1.0,1,1,1,3,0,0
2,2,-0.3217,-0.29,0.19,0.1,-1.33,-0.28,1.34,-0.96,11,6,0.34,0.56,0.74,-0.71,3.0,4,2,2,2,3,3,3,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
0,2,-0.1942,-0.19,-0.64,0.66,-0.04,0.16,-0.37,0.1,6,8,-0.5,0.59,-0.22,0.8,3.0,2,2,2,1,3,3,3,2,1,2,1,1,2,1,2.0,1,1,1,1,0,0
3,3,-0.2826,-0.73,0.66,-0.89,0.55,-0.23,-0.52,0.52,8,6,0.28,-1.71,-0.9,0.18,3.5,2,1,2,1,3,3,1,3,1,1,1,1,2,1,1.0,1,1,1,1,0,1
5,4,1.4435,0.55,0.49,1.69,1.83,1.38,1.59,1.39,10,10,0.61,-2.2,-1.38,-1.11,3.5,1,1,1,1,4,4,3,4,1,2,1,1,2,2,3.0,1,1,1,1,0,1
1,1,-0.7858,0.77,-0.38,0.1,-0.49,-0.6,-1.87,-2.1,11,2,-0.62,0.03,1.02,0.4,1.0,3,4,4,1,3,3,3,3,1,1,2,2,1,1,1.0,2,2,2,1,1,0
1,0,-1.6616,0.9,0.85,-0.33,1.53,0.16,-0.37,-0.2,11,2,0.56,-2.48,0.68,1.1,3.5,2,2,2,2,3,3,1,3,1,2,1,1,1,1,1.0,1,1,1,1,0,1
2,2,0.0312,-0.56,0.1,-1.08,-0.89,0.56,-0.04,-0.01,6,6,-0.06,0.6,0.48,0.95,3.5,2,2,1,3,3,3,3,4,1,1,1,1,1,1,1.0,1,1,1,1,0,1
7,4,1.7325,-0.3,-0.16,-1.08,-0.18,0.16,1.59,1.39,8,10,1.53,1.56,1.15,1.1,3.5,1,1,1,1,4,4,4,4,1,1,1,1,2,3,5.0,1,1,1,1,0,1
2,2,-0.2479,0.55,0.19,0.1,0.8,0.82,0.78,1.39,8,6,-1.24,-0.61,-0.05,-0.68,3.5,1,1,1,1,4,4,4,4,1,2,1,1,2,2,2.0,1,1,1,1,0,0
5,5,1.2169,1.07,1.12,-0.89,1.53,0.99,1.59,0.03,6,8,0.77,0.8,-1.09,-0.19,4.0,3,1,1,3,4,3,3,4,1,2,1,1,2,2,2.0,1,1,1,1,0,1
4,2,0.5787,0.1,0.86,0.1,0.25,0.93,1.26,-0.69,11,11,-0.28,0.29,1.15,-0.25,3.5,2,2,3,2,3,3,3,3,2,1,1,1,2,2,2.0,2,1,1,1,0,1
2,3,0.0363,-0.56,-1.31,0.1,0.25,0.54,-0.89,0.9,4,10,-0.52,-0.62,-1.25,-0.69,3.0,1,1,2,1,3,4,3,3,1,1,1,1,2,1,3.0,1,1,1,1,0,1
4,4,0.9973,1.62,1.69,1.69,0.96,0.86,-1.22,-0.47,1,5,0.14,-0.82,-0.9,-1.55,1.0,4,2,1,2,3,3,4,2,1,2,1,1,2,1,2.0,3,2,1,3,0,0
4,4,0.3177,-0.56,-0.36,0.28,-0.05,0.09,0.7,0.79,6,10,-0.8,-1.93,-1.38,-1.25,3.5,1,1,1,3,4,4,3,4,1,1,1,1,2,1,2.0,1,1,1,1,0,1
4,0,-0.3118,-0.29,-2.46,0.15,-0.48,0.54,-0.39,0.33,6,6,-4.22,-2.48,-1.92,-1.11,2.5,3,1,1,2,3,3,3,3,1,1,1,1,1,1,2.0,1,1,1,1,1,0
2,0,-0.4657,-2.53,-1.21,1.27,-0.79,-2.26,-0.54,-0.96,10,11,-0.17,-0.53,-1.38,-1.25,1.0,4,2,2,2,1,4,4,1,2,2,1,1,1,1,1.0,1,2,3,3,0,0
3,4,0.1555,0.38,1.25,-1.93,-0.16,-1.38,1.59,0.96,8,10,-1.2,0.87,1.02,-0.91,2.5,1,2,1,1,4,4,4,4,1,1,1,1,2,2,3.0,1,1,1,1,0,0
7,4,1.6438,1.07,1.34,0.1,1.53,0.91,1.59,-1.19,8,10,1.21,1.09,-0.02,0.15,3.5,3,3,3,1,4,4,4,4,2,1,1,1,4,2,3.0,1,1,1,1,0,1
2,0,-0.8103,1.62,2.08,-0.33,-1.2,-0.61,1.34,0.59,11,4,-1.0,0.52,1.15,1.1,3.0,2,2,1,1,1,3,3,4,1,1,1,1,4,1,5.0,1,1,1,1,0,1
5,7,2.1068,-0.85,-1.98,-0.33,-0.89,-1.05,-0.89,-0.58,8,8,-2.04,-0.53,-1.5,-1.94,3.0,3,2,2,2,3,3,3,3,1,2,1,1,1,1,1.0,1,2,1,1,0,1
3,3,-0.4279,-0.85,-1.33,0.1,-0.18,-0.23,1.34,1.39,6,2,-0.52,1.56,1.15,1.1,2.0,1,1,1,1,4,4,1,4,1,1,1,1,1,1,2.0,1,2,1,3,1,0
1,0,-1.6616,1.34,1.6,0.41,1.12,0.93,0.21,0.71,10,10,-0.33,-0.6,-0.08,0.69,2.0,2,1,1,2,2,4,2,1,1,1,1,1,3,3,3.0,1,1,2,1,0,0
2,2,-0.4715,0.1,0.19,0.1,1.83,0.5,1.0,1.01,10,6,-2.12,-0.6,-1.38,-1.11,4.0,2,1,1,1,4,4,4,4,2,1,1,1,2,2,2.0,1,1,1,1,0,1
3,2,-0.4012,1.23,0.19,1.69,0.69,1.38,-0.12,-1.05,6,6,-1.55,0.9,0.42,0.95,2.5,2,4,2,2,3,3,2,4,1,1,1,1,2,2,2.0,1,1,1,1,0,1
1,1,-0.93,1.62,1.32,1.69,1.83,2.03,1.59,1.39,2,4,-0.07,-0.51,1.02,0.2,2.5,1,1,1,1,1,4,1,4,1,1,1,1,3,5,2.0,1,2,1,1,0,1
3,2,0.5246,1.34,-0.24,1.27,0.69,1.7,1.1,0.23,10,10,1.37,1.56,1.15,1.1,4.0,2,1,2,2,4,4,4,4,1,1,1,1,2,1,3.0,1,1,1,1,0,1
4,2,-0.3547,0.39,-1.38,-0.89,-0.46,-0.23,-0.39,0.48,11,10,-0.65,0.42,-0.15,0.0,3.0,1,2,2,1,3,3,2,3,1,1,1,1,1,1,2.0,2,1,1,1,0,1
2,2,-0.4843,-1.82,-0.57,-1.5,-0.48,0.49,0.75,-0.09,11,4,0.19,-0.22,0.68,-0.59,1.0,3,2,1,2,1,1,3,3,1,1,1,1,1,1,3.0,2,4,3,4,0,0
1,0,-1.0772,-1.0,-0.11,-1.5,-2.48,-0.67,-2.12,-0.2,8,4,-0.86,-1.56,-1.79,-1.25,3.5,2,2,2,2,3,3,3,3,1,2,1,1,1,1,1.0,2,1,1,1,0,0
2,2,0.2038,1.21,0.86,0.15,-0.17,0.54,-0.04,0.59,6,8,-0.59,1.17,0.26,-2.3,3.0,2,2,1,1,4,4,4,3,1,2,1,1,1,1,2.0,1,1,1,1,0,1
2,7,1.035,0.1,0.56,-1.5,-2.49,-2.15,0.73,1.39,4,11,-0.41,-0.8,1.15,1.1,3.5,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2.0,2,1,1,1,0,1
2,0,0.215,0.1,-0.29,-0.89,0.25,0.56,0.65,-0.28,11,7,0.08,-1.09,-1.38,-1.11,2.5,3,2,2,1,3,4,4,4,1,1,1,1,2,2,2.0,1,1,1,1,1,1
4,4,0.942,0.1,0.55,0.71,0.99,0.93,1.26,0.71,10,8,0.7,-0.05,-0.21,0.2,4.0,2,1,1,2,3,3,3,4,1,1,1,1,2,1,2.0,1,2,1,1,0,1
4,4,1.0753,1.34,0.29,1.27,-0.48,-1.77,-0.3,-0.6,8,6,0.17,0.51,-0.56,-0.76,3.5,4,3,1,1,3,3,1,3,1,2,1,1,1,1,1.0,1,3,1,3,0,0
7,7,2.4996,0.1,-0.64,-0.33,0.25,0.16,0.1,-0.2,8,11,1.59,0.23,-0.14,-1.34,3.0,2,2,2,2,3,3,3,3,1,1,1,1,1,2,3.0,1,1,1,1,0,1
4,3,0.3898,0.1,-0.18,-0.33,0.25,0.16,-0.39,1.39,10,6,-2.01,0.17,0.74,0.95,3.0,1,1,1,1,3,3,3,3,1,1,1,1,3,2,3.0,1,2,1,3,0,1
2,0,-1.248,-2.14,-1.34,0.1,0.25,0.09,-1.13,-2.48,10,2,-0.3,-1.71,-0.9,0.18,0.25,4,4,4,1,4,2,1,2,1,2,1,1,1,2,2.0,2,2,2,4,1,0
2,5,0.7151,-0.17,0.49,0.1,-0.05,0.16,0.21,1.01,8,8,1.44,1.07,1.15,1.1,4.0,2,1,1,1,4,4,3,3,1,1,1,1,2,2,2.0,1,1,1,1,0,1
0,2,-0.0103,0.1,-0.18,0.28,-0.05,-1.05,0.77,0.59,10,8,-0.69,0.8,1.15,1.1,3.0,2,2,1,1,4,3,3,3,1,1,1,1,2,2,2.0,1,1,1,1,0,1
3,4,0.2797,-0.56,0.19,-1.45,-0.46,-0.23,-0.39,-1.73,11,8,0.64,-0.05,-0.15,-0.01,2.5,3,4,2,3,3,3,3,3,2,2,1,1,1,1,1.0,1,1,1,1,0,0
3,4,0.7692,1.62,2.08,1.69,1.83,1.38,0.45,1.09,10,10,-0.32,-0.8,-0.33,-1.11,4.0,1,1,1,2,4,4,4,4,1,1,1,1,1,1,1.0,1,1,1,1,0,1
2,2,-0.1505,0.1,0.14,0.71,0.67,1.0,0.55,0.71,10,10,0.8,0.51,0.81,1.1,3.0,2,1,1,2,4,3,4,4,1,1,1,1,2,2,3.0,1,1,1,1,0,1
5,5,1.5858,1.62,2.08,0.71,1.83,1.25,1.59,1.39,10,10,-0.11,0.87,0.26,0.52,4.0,1,1,1,1,4,4,4,4,1,1,1,1,1,1,2.0,1,1,1,1,0,1
2,2,0.0335,-0.17,-1.01,-1.5,-0.05,0.16,-0.73,-0.2,8,8,-1.04,0.81,0.26,1.1,3.0,2,2,2,2,4,4,3,3,1,2,1,1,1,1,1.0,1,1,1,1,0,1
4,3,0.1131,0.1,1.71,0.71,-0.48,0.54,0.7,0.71,7,6,1.08,1.07,0.74,0.69,2.5,2,1,1,2,4,2,2,4,2,1,1,1,2,1,3.0,1,1,1,1,0,1
2,2,-0.2769,0.1,-0.56,-0.47,0.97,1.32,-1.88,-0.26,4,10,-1.6,-0.05,-0.21,0.18,3.5,2,4,1,1,4,4,1,3,1,2,1,1,1,1,1.0,1,1,1,1,1,1
3,0,-0.1361,0.1,0.14,-0.47,1.83,-0.35,1.59,0.16,10,10,-0.74,0.51,-0.56,-0.76,3.5,2,3,1,1,4,4,4,4,1,1,1,1,2,1,2.0,1,1,1,1,1,0
2,0,-0.4907,-0.56,-0.66,-1.88,-1.33,-1.82,-0.96,-0.09,4,4,-1.31,0.8,0.74,0.26,2.0,3,2,1,2,3,3,2,3,2,2,1,1,1,1,1.0,1,2,1,1,1,0
3,3,0.0136,0.77,1.32,1.69,1.42,2.03,1.26,0.1,10,10,0.08,-1.51,-1.72,-0.87,3.5,2,2,2,1,4,4,3,3,1,1,1,1,2,3,6.0,1,1,1,1,0,0
2,2,-0.2737,0.51,0.85,0.1,-0.05,-1.0,-0.39,0.9,9,10,-0.69,-0.8,-0.62,0.0,3.5,1,1,2,1,4,3,3,4,1,1,1,1,2,1,1.0,1,1,1,1,0,1
4,4,0.9651,-0.69,1.34,-0.28,-1.75,0.21,1.23,1.39,11,6,1.25,1.56,1.15,1.1,3.5,1,1,1,1,3,4,3,3,1,1,1,1,3,2,2.0,1,1,1,1,0,1
2,4,0.897,-0.17,1.32,0.71,-0.05,0.49,-0.04,1.01,11,8,-0.58,-1.09,-1.85,-1.11,4.0,2,1,1,1,3,3,3,3,1,1,1,1,4,4,5.0,1,1,1,1,0,0
4,2,0.4032,-2.92,-0.74,-3.1,-1.33,-2.26,-1.56,1.39,11,6,-0.99,-0.6,-0.78,-0.53,3.0,1,1,1,1,4,4,4,3,2,2,1,1,1,1,1.0,1,1,1,1,0,1
7,7,2.5668,1.62,0.85,0.1,-0.48,0.93,1.59,0.67,10,10,1.74,-0.07,1.15,1.1,3.5,1,2,1,2,4,4,4,4,1,1,1,1,5,5,5.0,1,1,1,1,0,1
2,2,-0.4425,-0.17,1.23,0.1,0.67,1.38,-0.04,0.71,11,8,-0.82,-0.6,-0.08,-1.11,3.0,2,1,1,2,4,3,3,3,1,1,1,1,2,1,2.0,1,1,1,1,0,1
3,2,0.6255,0.1,0.61,0.1,0.25,0.49,-0.04,0.25,11,10,-1.12,1.09,1.15,1.1,2.5,4,1,1,1,3,3,3,3,1,1,1,1,1,1,1.0,1,1,1,1,0,1
4,0,0.3229,-1.41,-1.01,0.1,0.25,0.16,-0.39,-1.81,11,6,-0.66,0.81,-0.56,0.0,2.0,4,4,2,2,3,3,3,3,2,1,1,1,1,2,2.0,1,1,2,1,0,0
1,1,-0.9525,0.1,0.19,-1.5,-0.48,-0.67,-0.39,0.71,11,10,-1.11,0.31,0.26,0.54,3.0,2,1,1,2,3,3,3,3,2,1,1,1,2,2,3.0,1,1,1,1,1,1
2,3,-0.0324,-1.68,-1.68,1.27,1.1,0.47,0.52,-1.68,10,10,-1.04,0.31,-1.38,0.54,3.0,3,3,4,1,3,4,3,3,1,2,1,1,1,1,1.0,1,1,1,1,0,0
2,2,-0.5007,1.34,0.49,0.1,1.53,0.99,0.55,-0.47,6,6,-0.34,0.6,0.81,0.95,4.0,4,2,1,2,4,4,4,3,1,1,1,1,2,2,2.0,1,1,2,1,0,1
2,0,-0.5628,0.68,-0.57,-1.64,1.83,0.61,1.26,0.71,10,10,-2.65,-0.8,-0.69,-1.25,2.5,2,1,1,2,4,4,4,4,1,2,1,1,3,2,6.0,1,1,1,1,0,1
2,2,-0.3394,-0.17,-0.18,0.66,0.97,0.16,-0.04,0.33,11,6,0.69,-1.57,-0.96,-1.11,2.5,3,1,1,2,2,3,3,3,1,1,2,1,2,2,3.0,1,2,1,1,0,0
2,1,-0.2345,0.1,0.57,0.71,0.25,-0.23,-0.64,-1.49,2,6,-0.22,-0.52,-0.96,0.01,3.0,3,3,3,2,2,2,2,2,1,2,1,1,1,1,1.0,1,3,1,3,1,1
7,7,2.2775,-0.15,0.49,0.1,0.81,0.16,1.09,1.09,10,10,1.09,-0.8,1.15,0.75,3.5,1,1,1,2,4,4,4,4,1,1,1,1,2,2,3.0,1,1,1,1,1,1
3,2,0.1764,0.95,0.17,0.23,1.53,1.31,-0.04,0.37,10,8,0.16,-1.0,-0.36,-0.39,2.5,1,2,1,3,4,4,3,4,1,1,1,1,2,2,1.0,1,2,1,2,0,0
2,1,-0.8135,0.1,-0.64,0.1,0.25,0.16,1.04,-1.43,8,10,0.31,-2.34,0.74,1.1,2.5,3,4,2,2,2,4,4,3,1,1,1,1,1,2,2.0,1,1,2,2,0,0
3,4,-0.2148,0.1,0.5,-1.88,0.25,-0.23,0.52,-0.2,11,6,0.25,-1.09,-0.81,-1.66,1.5,2,2,2,2,3,3,4,3,1,1,1,1,1,1,1.0,1,2,1,1,0,1
3,3,0.5466,-1.41,-1.31,-1.03,-0.46,0.16,1.1,-1.38,11,6,1.25,0.8,0.61,0.8,2.0,4,3,2,2,3,3,3,3,1,1,1,1,1,1,1.0,1,1,1,1,0,0
2,2,-0.4453,0.95,1.34,-0.94,0.23,-1.83,1.34,1.39,11,6,-0.28,0.87,0.48,0.8,3.5,1,1,1,1,2,4,2,3,1,1,1,1,1,1,1.0,1,1,2,1,0,1
4,4,0.8963,1.34,-0.66,-0.89,-0.36,-1.5,1.09,-0.7,11,8,0.7,0.58,1.02,0.8,4.0,3,3,2,1,3,4,4,4,1,2,1,1,1,1,1.0,1,1,1,1,0,1
2,0,-0.874,-0.56,-0.96,-0.89,0.67,-0.6,-0.37,0.71,8,10,-1.04,0.81,0.26,1.1,3.0,2,1,1,2,3,4,2,4,1,2,1,1,1,1,1.0,1,1,1,1,0,1
3,7,1.43,0.78,-0.71,1.27,1.83,1.7,0.52,-0.05,8,10,0.56,-0.51,0.34,1.1,3.0,4,1,1,2,3,4,4,4,1,2,1,1,1,1,1.0,1,1,1,1,0,0
4,7,2.0218,-0.17,0.49,0.1,-0.05,0.16,-0.39,1.01,10,4,0.74,0.95,0.39,-0.16,3.5,2,1,1,1,3,3,3,3,1,1,1,1,3,3,3.0,1,1,1,1,0,1
2,0,-0.7161,0.1,0.59,-1.08,0.25,-1.05,-0.14,0.03,6,2,-0.61,-2.77,-2.67,-3.24,1.0,3,1,1,3,1,3,3,3,1,1,1,1,2,1,2.0,1,2,3,3,1,1
4,2,-0.0663,-0.56,-0.66,-0.33,-0.89,0.04,1.0,-0.52,6,6,-0.34,0.81,1.15,1.1,3.0,3,3,1,2,4,3,3,3,1,1,1,1,2,2,2.0,1,1,1,1,0,1
4,4,1.0648,1.23,1.23,0.1,-0.16,0.54,1.34,-0.17,10,10,0.8,0.51,0.81,1.1,2.5,4,2,1,1,4,3,4,3,1,1,1,1,2,2,2.0,1,2,1,2,0,0
5,5,1.4423,0.1,-0.66,-0.33,-0.59,-1.07,-0.17,-0.37,8,8,0.17,0.59,0.89,-0.25,4.0,1,4,2,1,3,4,4,3,1,2,1,1,1,1,4.0,1,1,1,1,0,0
4,2,0.0193,-2.92,-1.51,-0.89,0.25,-0.79,-0.7,-0.15,11,8,0.56,-0.8,0.26,0.35,3.0,3,1,2,2,3,3,3,3,2,2,1,2,1,1,1.0,1,1,2,2,0,1
5,4,0.7533,0.94,0.96,-0.84,-1.33,-0.24,1.04,1.39,6,11,1.25,1.56,1.15,1.1,3.5,1,1,1,1,4,4,4,4,1,1,1,1,1,3,4.0,1,1,1,1,0,1
2,2,-0.8429,0.1,-0.29,-1.45,-0.05,0.54,-0.06,1.01,4,8,-0.4,1.36,1.15,1.1,1.5,2,1,1,1,4,4,2,4,1,1,1,1,2,2,2.0,1,1,1,1,0,0
0,2,-0.4418,0.1,0.93,-0.89,-1.63,-0.67,0.65,1.01,10,11,0.68,0.37,-0.21,-0.16,2.0,2,1,1,1,3,4,3,3,1,1,1,1,2,2,3.0,1,1,1,1,0,1
5,7,1.9867,-0.17,0.19,-0.33,0.36,1.38,1.34,-0.66,10,10,-0.09,0.75,-0.08,0.0,4.0,4,2,2,1,4,4,4,4,1,1,1,1,1,1,2.0,1,1,1,1,0,1
2,1,-0.6338,-1.14,-0.66,-0.33,-0.16,0.16,-0.68,1.39,2,2,-0.39,-0.39,0.61,0.18,2.5,1,1,1,1,4,4,3,3,1,1,1,1,1,1,1.0,2,2,2,2,1,0
3,3,0.1222,0.1,0.12,-1.32,-0.36,-2.22,0.98,0.52,6,6,0.64,-0.25,-0.08,-0.01,3.0,2,1,2,1,3,4,3,3,2,2,1,1,1,1,1.0,1,1,1,1,0,1
2,5,0.7138,-2.92,-0.16,0.71,-0.89,0.16,1.0,0.59,8,6,-0.17,0.03,-0.02,-0.7,3.0,2,1,1,2,3,4,3,3,1,1,1,1,1,2,3.0,1,1,1,1,0,1
3,4,1.1498,-0.17,1.32,0.28,-0.16,0.54,0.3,1.39,11,8,-0.64,0.31,0.81,0.74,3.0,1,1,1,1,4,4,3,3,1,1,1,1,2,1,3.0,1,1,2,2,0,1
2,0,-0.5711,-0.69,-0.66,-1.5,-0.48,-1.05,-1.77,-0.64,6,8,-0.89,-0.8,-0.83,-0.59,2.5,3,1,3,2,3,3,2,3,2,2,1,1,1,1,1.0,1,1,1,1,0,0
4,5,0.6381,0.1,-0.59,-0.33,0.25,0.12,-0.29,-0.2,8,8,-0.89,0.53,0.68,0.67,2.0,2,2,2,2,3,3,3,3,1,1,1,1,1,1,1.0,1,1,1,2,0,1
0,4,0.7826,0.95,0.19,1.69,1.83,-0.26,-0.39,-0.09,6,6,-0.36,1.27,0.68,1.1,2.5,3,2,1,2,3,3,3,3,1,1,1,1,1,1,2.0,1,2,1,2,0,0
0,2,-0.6333,-0.97,-0.64,1.27,-0.59,-0.67,-1.28,-0.34,6,4,0.19,1.07,-0.96,-0.4,1.5,4,1,1,3,4,4,4,4,1,1,1,1,1,1,1.0,1,1,2,2,0,1
4,5,1.505,1.62,0.86,0.71,1.83,2.03,1.59,1.09,11,8,0.79,1.56,1.15,1.1,4.0,1,1,1,2,4,4,4,4,1,1,1,1,1,2,1.0,1,1,1,1,0,1
3,4,0.0171,1.62,1.41,1.69,1.83,1.7,1.59,1.39,8,6,-0.34,-0.81,0.68,1.1,4.0,1,1,1,1,3,4,4,4,1,1,1,1,2,2,2.0,1,1,1,1,0,1
2,2,-0.0692,-0.56,-0.66,-1.08,0.37,0.16,0.41,0.41,10,10,0.16,0.81,0.14,1.1,3.0,2,1,1,3,3,3,3,4,1,1,1,1,1,1,2.0,1,1,1,1,0,0
4,4,1.0269,0.1,-0.18,0.71,1.83,1.71,0.45,1.09,8,8,-0.59,0.46,0.08,0.25,3.5,1,1,1,2,4,4,3,4,1,2,1,1,3,1,3.0,1,2,1,1,0,1
2,0,-1.1012,-0.29,0.01,-0.89,-0.49,-0.67,-0.51,-0.86,11,2,-0.06,-0.12,-1.35,-1.15,0.25,2,1,3,4,3,3,3,3,1,2,1,2,1,1,1.0,3,3,2,2,1,0
5,0,0.984,1.62,-0.48,1.27,-0.05,-0.28,-0.34,-0.58,10,8,-0.06,-0.19,-1.38,0.11,3.0,3,2,2,2,4,4,4,4,2,2,1,2,1,1,1.0,1,1,1,1,0,0
4,4,1.1166,1.21,-0.18,1.27,1.12,1.32,0.85,0.48,10,10,0.38,0.78,0.39,0.54,3.0,1,2,2,1,3,3,3,3,1,2,1,1,1,2,1.0,1,1,1,1,0,1
0,5,0.664,-0.39,0.19,-1.5,0.69,1.32,0.16,-0.26,8,6,-2.09,1.09,1.15,1.1,2.5,2,1,3,2,3,3,2,3,1,1,1,1,2,1,3.0,1,1,1,2,0,1
4,0,0.5029,1.62,0.56,1.27,-0.05,1.38,1.23,1.01,8,8,0.17,0.33,-0.09,0.08,2.5,2,1,1,1,4,4,2,4,1,1,1,1,1,2,3.0,1,1,1,1,0,1
2,4,0.0572,0.94,0.19,0.1,0.25,-1.05,-0.64,-1.43,11,6,-1.09,-0.8,-0.9,-1.19,2.5,3,4,2,2,2,2,2,2,1,1,1,1,1,1,1.0,1,1,1,1,0,0
4,0,0.6195,0.1,0.93,1.69,1.1,1.38,1.59,-0.2,10,10,0.66,-0.6,-1.38,-1.11,3.5,2,2,2,2,4,4,3,2,1,1,1,1,1,1,2.0,1,1,1,1,0,1
4,0,0.811,0.1,0.49,0.1,-0.16,0.15,-0.12,0.59,8,6,0.64,0.44,-0.78,0.4,3.5,2,2,1,1,4,4,3,4,1,1,1,1,3,3,4.0,1,1,1,1,0,1
2,3,-0.0597,1.34,0.57,1.69,1.4,0.47,1.34,0.67,11,4,-0.98,0.51,0.21,1.1,2.0,2,1,1,2,2,4,3,3,1,1,1,1,1,2,3.0,1,2,2,1,0,0
2,2,-0.2033,-0.58,0.47,0.23,-1.33,-0.67,-0.89,-0.94,4,4,-1.11,0.31,0.26,0.54,2.0,3,4,1,2,3,4,2,1,2,2,1,2,1,1,2.0,1,2,1,1,0,0
2,2,-0.7306,0.77,0.12,-1.45,-1.33,-2.22,-1.08,-1.06,2,11,-2.38,1.09,1.15,0.25,0.25,3,2,3,2,3,3,1,2,2,2,1,2,1,1,1.0,2,1,2,2,1,0
5,0,0.8512,-2.51,-2.46,1.08,0.67,1.31,-1.78,-2.4,6,8,-0.66,0.5,1.15,1.1,2.5,3,4,4,2,4,2,3,3,1,2,1,1,1,2,3.0,1,1,2,2,0,1
2,2,-0.4293,-1.41,-1.49,1.27,1.83,2.03,-0.04,0.71,10,10,-0.85,1.36,1.15,1.1,2.5,2,1,1,2,3,3,3,3,1,1,1,1,2,1,2.0,1,1,1,1,0,0
2,0,-0.8837,0.95,0.55,0.1,0.69,0.5,-0.39,0.1,8,6,0.0,0.03,-0.49,-0.76,3.5,2,2,2,1,4,4,4,3,1,2,1,1,1,1,1.0,1,1,1,1,0,0
3,2,-0.2656,-2.92,-2.11,-3.1,-2.91,-2.59,-2.96,-0.88,2,4,-0.4,0.87,0.14,-1.25,1.5,3,2,2,3,3,3,4,1,2,2,2,2,1,1,1.0,1,2,1,1,0,1
4,3,1.1581,0.1,-0.71,1.27,-0.05,0.09,1.26,0.59,6,8,0.7,-0.05,-0.21,0.2,4.0,2,2,1,1,3,3,3,3,1,1,1,1,1,1,1.0,1,1,1,1,0,1
0,2,-0.6333,0.1,1.34,1.69,1.53,1.38,1.59,1.39,4,8,0.31,0.73,1.15,0.4,4.0,1,1,1,1,1,3,4,3,1,1,1,1,2,2,2.0,1,1,1,1,0,1
