X1MOMEDU,X1DADEDU,X1SES,X1MTHEFF,X1MTHINT,X1SCIUTI,X1SCIEFF,X1SCIINT,X1SCHOOLBEL,X1SCHOOLENG,X1STUEDEXPCT,X1PAREDEXPCT,X1SCHOOLCLI,X1COUPERTEA,X1COUPERCOU,X1COUPERPRI,X3TGPA9TH,S1NOHWDN,S1NOPAPER,S1NOBOOKS,S1LATE,S1PAYOFF,S1GETINTOCLG,S1AFFORD,S1WORKING,S1FRNDGRADES,S1FRNDSCHOOL,S1FRNDCLASS,S1FRNDCLG,S1HRMHOMEWK,S1HRSHOMEWK,S1HROTHHOMWK,S1SUREHSGRAD,P1BEHAVE,P1ATTEND,P1PERFORM,X4EVERDROP,X4PSENRSTLV
1,1,-1.0283,1.62,2.08,1.69,0.68,0.16,0.55,0.63,2,2,-0.11,-0.6,0.26,-1.11,2.5,3,1,1,1,2,1,1,4,1,1,1,1,1,1,1.0,2,1,1,1,1,0
4,0,0.7585,-0.17,-0.64,0.71,0.8,0.54,0.55,-1.08,9,10,-0.7,0.23,0.26,-0.33,3.5,4,3,2,1,4,3,4,4,1,2,1,1,2,1,3.0,1,1,1,1,0,1
5,0,0.6846,-2.92,-2.11,-3.1,-2.91,-2.59,-2.62,-2.27,11,11,-0.95,-0.87,-0.81,-0.7,2.5,3,3,4,3,2,2,3,2,2,2,2,1,1,1,1.0,2,3,1,2,0,1
2,2,-0.0197,-0.17,-0.66,0.71,-0.49,-0.23,-0.95,0.29,6,6,0.08,-0.04,0.14,0.52,2.5,2,2,1,2,1,3,3,3,1,1,1,1,1,1,2.0,1,1,2,1,1,1
4,4,1.0953,-0.2,-0.56,1.27,-0.05,0.56,0.85,-0.34,10,10,0.39,0.81,-0.15,0.0,3.5,4,1,1,3,2,1,1,4,1,1,1,1,1,1,2.0,1,1,1,2,0,0
4,4,1.1753,0.94,0.49,0.71,1.83,-0.18,-1.81,-0.26,6,6,-0.97,1.36,1.15,1.1,3.0,2,1,3,2,3,4,4,4,2,2,1,1,2,2,6.0,1,2,1,2,0,1
0,2,-0.1431,-0.3,-2.16,-0.28,0.25,0.54,-0.14,-0.9,10,10,0.1,-1.36,-1.92,-1.11,2.0,4,3,1,2,3,3,3,3,1,1,1,1,2,1,2.0,1,1,1,1,0,0
1,0,-1.0772,-0.17,-0.11,0.1,-0.91,0.16,-0.39,-1.91,11,11,-1.58,0.78,0.61,0.54,2.0,3,4,3,2,3,3,3,3,1,1,1,1,2,2,2.0,2,1,1,1,1,0
2,3,-0.2053,-0.17,-0.29,0.1,0.69,-0.23,0.77,-0.09,8,6,-0.74,0.62,-0.27,0.0,2.5,3,2,1,2,3,4,3,3,2,2,1,1,1,1,1.0,1,2,1,1,0,1
2,3,-0.3846,0.55,-0.29,1.69,1.83,1.37,0.21,0.29,11,6,-2.06,0.58,0.74,1.1,2.5,2,2,1,2,3,3,2,3,1,1,1,1,1,1,2.0,2,1,1,1,0,0
2,2,-0.3254,0.1,0.19,0.1,0.37,1.38,-0.39,1.39,10,10,1.16,-0.03,-0.26,0.16,3.5,1,1,1,1,3,3,3,3,1,1,1,1,2,2,2.0,1,1,1,1,0,0
4,4,0.297,1.23,0.96,-1.27,-0.6,-1.82,0.88,-0.94,8,6,0.76,0.11,0.68,0.0,2.5,3,4,1,2,1,2,1,4,1,2,1,2,1,1,1.0,4,1,1,2,0,1
4,2,0.7109,0.1,1.23,0.23,0.26,0.09,-0.37,0.04,10,10,-1.42,1.36,1.15,1.1,3.0,2,1,3,1,2,3,4,4,1,1,1,1,1,1,1.0,1,1,1,1,0,0
2,3,-0.5537,0.1,-1.68,-0.89,-0.05,-0.67,-0.04,-0.2,10,10,-1.24,-0.61,-0.05,-0.68,3.5,2,2,2,2,4,4,3,4,1,1,1,1,2,1,1.0,1,1,1,1,0,1
2,2,-0.278,-0.3,0.55,-1.32,-1.21,0.54,-0.04,-0.69,11,2,-0.57,-1.09,-1.38,-1.11,2.5,2,2,3,2,2,2,3,4,1,1,1,1,3,2,3.0,2,1,1,2,0,1
4,4,1.2066,1.62,-1.26,-0.89,0.67,-2.15,-2.49,-2.53,6,11,1.16,0.8,-1.38,-0.1,3.0,4,2,4,4,3,3,4,3,1,1,1,1,1,1,1.0,1,1,1,1,0,1
5,0,1.0808,-1.14,-1.68,0.1,-0.05,-0.28,1.23,0.33,10,6,1.22,1.56,1.15,0.75,2.5,3,1,1,2,4,4,2,3,2,2,1,1,1,1,2.0,1,1,1,1,0,0
5,5,1.4795,0.55,1.02,0.28,-0.46,0.16,0.55,0.59,8,6,-0.11,0.87,0.26,0.52,3.5,2,2,1,1,3,3,3,3,1,1,1,1,2,2,3.0,1,1,1,1,0,1
2,2,-0.2048,-1.02,0.19,0.1,-1.33,-1.43,-0.61,-1.06,11,2,-0.23,1.07,1.15,1.1,2.5,3,2,3,2,2,3,1,3,1,2,1,1,1,1,2.0,2,1,1,1,0,1
4,5,1.1603,1.62,0.86,1.27,1.1,2.03,1.1,1.01,10,10,-0.3,-0.03,0.61,0.11,4.0,2,1,1,1,4,4,4,4,1,1,1,1,2,2,2.0,1,1,1,1,0,1
2,2,0.1679,0.1,-0.54,0.1,0.25,0.82,0.1,-0.62,8,6,1.36,1.36,1.15,1.1,3.0,2,3,2,2,3,3,3,3,1,2,1,1,1,1,2.0,1,1,1,1,0,1
4,2,0.1545,1.62,-0.48,0.23,-0.17,0.11,0.52,0.04,6,6,-0.58,-1.09,-1.85,-1.11,3.5,2,1,3,1,3,4,2,3,2,1,1,1,1,1,1.0,1,1,1,2,0,1
2,0,-0.6333,0.1,-0.16,1.27,1.83,0.93,1.59,1.01,10,6,-0.11,1.36,0.81,1.1,3.0,2,1,1,1,4,3,3,3,1,1,1,1,2,2,2.0,1,1,1,1,0,1
5,0,0.2926,-1.41,-1.01,-1.08,-0.91,-0.28,-0.13,-0.24,8,6,0.4,-0.25,0.68,1.1,2.0,1,3,2,2,1,3,4,2,1,1,2,1,1,2,3.0,2,3,1,1,0,1
5,2,0.5394,-0.56,0.19,-0.89,-0.59,0.16,-0.39,0.25,10,6,0.83,-0.6,-1.38,-1.11,3.0,4,1,1,1,2,3,4,2,2,2,1,1,6,1,1.0,1,1,1,1,0,1
4,4,0.297,-0.58,-0.18,1.69,-0.05,-1.47,1.59,0.23,8,11,0.24,-0.34,1.15,0.69,2.5,2,1,2,2,4,4,3,4,1,1,1,1,1,1,1.0,1,1,1,1,0,1
3,3,0.2845,-0.17,0.86,0.84,-0.05,0.86,1.59,1.39,4,6,0.16,-1.0,-0.36,-0.39,2.0,1,1,1,1,3,4,4,3,1,2,1,1,1,1,1.0,1,1,3,1,0,0
2,2,-0.6654,-0.29,-1.63,-0.89,0.97,-2.26,-1.58,0.71,11,6,0.64,-0.33,-0.55,0.2,2.5,2,1,1,2,3,4,2,3,1,1,1,1,1,1,1.0,2,2,1,1,0,1
2,1,-0.9745,0.1,0.49,0.28,1.42,1.7,0.49,0.59,6,11,-0.47,0.87,0.61,0.95,2.5,2,2,1,1,4,4,4,3,1,1,1,1,2,2,2.0,1,2,2,1,0,1
4,4,0.6427,0.1,0.87,-0.89,-0.17,-0.67,-0.04,-0.58,6,6,-0.52,0.11,0.33,0.95,3.0,3,2,2,2,4,4,3,4,1,1,1,1,2,1,2.0,1,1,1,1,0,1
3,0,0.1039,1.62,0.87,-1.13,-0.05,-0.23,-0.12,-1.79,6,6,0.22,-0.25,0.68,1.1,1.5,3,3,3,3,4,4,3,3,1,1,2,1,1,1,1.0,1,3,3,3,0,1
4,0,0.3202,1.62,1.72,1.27,1.53,1.7,1.59,1.01,8,6,1.09,-2.76,-2.32,0.95,3.5,2,1,1,1,1,4,3,4,1,2,1,1,2,2,3.0,1,4,1,2,0,1
4,0,0.4073,-1.41,-0.66,-2.11,-1.33,-1.82,-2.06,-0.48,2,6,-1.51,-0.6,-1.38,-1.11,1.5,1,1,3,4,3,3,3,3,2,2,1,1,1,1,1.0,2,2,1,2,0,1
2,4,0.1891,-0.56,0.38,0.28,-0.78,0.16,-0.62,1.01,8,6,-1.11,-0.8,-2.74,-2.18,2.5,2,1,1,1,3,3,2,4,1,2,1,1,1,1,2.0,1,1,1,1,0,1
3,4,0.5626,1.21,1.41,1.27,1.42,0.86,1.04,1.39,10,8,0.18,1.36,1.15,1.1,3.5,1,1,1,1,4,3,3,4,1,1,1,1,1,1,3.0,1,1,1,1,0,1
2,0,-1.2098,1.62,0.87,-1.88,-1.75,-0.67,0.37,0.71,8,10,-1.66,0.33,-0.49,0.0,2.0,2,1,1,2,3,1,3,4,1,1,1,1,1,1,1.0,1,3,3,1,0,0
2,2,-0.3759,0.1,0.49,-1.27,0.25,1.7,-0.04,1.01,5,2,-0.01,0.03,0.61,0.59,1.5,2,1,1,1,3,3,1,3,1,1,1,1,1,1,1.0,1,3,1,3,0,0
4,2,0.4233,0.1,0.85,0.71,-0.46,-0.28,1.59,1.01,8,11,0.78,-0.8,-0.08,0.74,3.5,2,1,1,1,4,4,4,4,1,1,1,1,1,1,1.0,1,2,1,1,0,1
3,0,0.4466,-0.44,-0.48,0.28,0.5,-0.67,-0.29,-0.88,10,11,-1.32,-1.38,-0.81,-0.68,2.0,3,2,2,3,3,4,3,3,1,1,2,1,2,2,2.0,1,2,1,1,0,0
4,3,0.8328,1.62,0.96,0.71,-0.18,-0.23,1.59,1.39,10,6,-0.43,1.56,1.15,1.1,3.0,1,1,1,1,4,3,2,4,1,1,1,1,2,2,5.0,1,1,1,1,0,0
5,0,0.3735,1.34,1.71,-0.28,0.68,-0.23,0.21,-0.28,2,5,-0.57,1.36,1.15,1.1,2.5,3,2,2,1,2,3,3,3,1,1,1,1,4,2,4.0,2,1,1,3,0,0
2,0,0.0755,0.51,-0.66,0.1,0.25,0.16,0.49,-0.6,11,2,0.14,0.03,0.61,0.69,1.5,4,3,1,1,1,3,2,3,1,2,1,1,1,2,2.0,2,2,1,2,1,1
5,0,1.1395,-0.56,0.55,-0.33,-1.33,-0.17,1.34,-0.14,10,6,1.16,0.8,-1.38,-0.1,3.0,2,3,1,2,3,2,4,3,2,2,1,1,3,2,2.0,1,1,1,1,0,1
1,1,-0.7076,-1.68,-1.01,-0.33,-0.9,-1.05,-1.46,-0.96,11,3,-1.0,-2.48,-1.72,-3.43,1.5,4,2,2,2,2,2,1,2,2,2,1,1,1,1,1.0,2,1,1,1,0,0
2,2,-0.5896,0.1,0.19,-0.89,-0.16,0.09,0.85,0.21,4,11,0.78,-0.62,-0.21,0.35,2.0,3,2,1,1,4,4,3,2,1,1,1,1,2,1,1.0,1,4,1,4,0,0
4,4,0.2875,-1.02,-1.01,0.1,0.25,0.49,-0.04,-0.28,10,8,-1.9,0.11,0.61,1.1,2.5,3,2,2,1,3,4,3,3,1,1,1,1,2,1,2.0,1,2,1,3,0,1
2,5,0.4307,0.1,-0.16,0.28,-0.17,-0.28,-0.39,-1.05,6,10,0.01,-0.8,-1.38,-1.11,3.5,2,4,2,2,4,4,4,3,1,1,1,1,1,2,2.0,1,1,1,1,0,1
2,2,-0.4232,0.1,0.19,1.69,0.25,0.16,-0.04,-0.2,8,10,-0.32,-0.8,-0.33,-1.11,3.0,2,2,2,2,4,3,3,3,1,2,1,1,1,2,2.0,2,2,1,1,0,1
2,2,-0.7735,0.1,0.14,0.71,-0.36,1.26,-0.04,-0.75,6,2,-1.0,1.09,1.02,1.1,2.0,4,3,1,2,4,4,4,4,1,1,1,1,1,2,2.0,1,1,1,1,0,0
5,7,1.998,0.1,1.6,0.1,0.25,-0.6,0.77,-0.7,8,10,1.09,-0.11,-0.08,-0.16,2.5,3,3,2,1,4,4,4,4,1,1,1,1,1,1,1.0,2,2,1,2,0,0
2,0,0.1563,-0.56,0.19,1.27,-0.05,1.64,-0.04,0.59,8,6,-0.76,0.17,0.39,0.04,3.0,2,2,1,1,4,3,3,4,1,1,1,1,2,2,2.0,1,1,1,1,0,1
5,2,0.1557,0.1,1.6,0.71,0.25,0.16,0.21,0.52,8,10,-0.22,-0.52,-0.96,0.01,4.0,2,1,2,1,4,4,3,3,1,2,1,1,1,1,2.0,1,1,1,1,0,0
4,5,0.7935,0.51,1.02,-0.33,0.25,0.16,1.26,1.01,11,6,-0.16,0.23,-0.02,-0.35,3.5,2,1,1,1,2,3,3,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
2,2,0.0472,-0.56,-1.43,-1.5,-2.91,-1.38,-0.95,-0.77,2,11,-0.13,-0.12,-1.35,-1.15,2.0,4,2,1,3,3,3,3,3,1,2,1,1,1,1,1.0,2,1,1,1,1,0
4,4,0.7743,0.1,0.86,0.1,-0.48,-0.6,-0.04,-0.2,10,10,-2.03,0.81,0.33,0.52,2.5,2,2,2,2,4,4,4,4,1,1,1,1,2,2,2.0,1,1,1,1,0,1
2,0,-0.3554,0.1,0.19,-0.89,-0.16,-0.3,0.55,0.71,11,6,0.02,0.17,0.55,-0.16,2.5,2,1,1,2,3,3,3,3,1,1,2,1,1,1,2.0,1,1,1,1,0,1
5,0,1.2788,-0.3,0.19,-0.89,0.25,0.16,-0.39,1.39,8,10,0.68,0.51,0.81,0.67,3.0,1,1,1,1,3,3,3,3,1,1,1,1,2,2,2.0,1,1,1,1,0,1
5,4,1.474,0.1,0.49,-0.47,1.83,1.38,1.59,1.01,8,8,0.31,-1.5,-1.5,-1.25,3.0,2,1,1,1,4,4,4,4,1,1,1,1,2,2,2.0,1,1,1,2,1,1
4,5,0.9802,-0.73,0.08,-0.33,-0.17,0.16,-0.09,-0.5,6,6,-2.76,-0.32,0.55,-2.89,3.5,2,2,2,3,2,3,3,3,1,2,1,1,2,1,4.0,1,1,1,1,0,1
3,0,-0.5966,0.1,0.19,1.69,1.83,0.56,1.34,1.39,6,11,-0.6,0.6,0.2,0.8,3.0,1,1,1,1,3,3,3,3,1,1,1,1,1,2,1.0,1,1,1,1,0,1
2,2,-0.3372,-1.41,-0.66,-0.89,-0.46,0.16,-0.04,0.63,8,10,-1.23,-0.33,-1.38,1.1,1.5,3,1,1,1,4,4,4,4,1,1,1,1,1,1,1.0,2,1,2,1,0,0
0,2,-0.1813,-1.22,0.19,0.1,-2.49,-0.62,-0.06,0.52,8,8,-0.46,-1.44,-0.9,-0.14,3.0,2,1,2,1,4,3,3,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
4,3,0.7606,0.94,0.19,-0.33,-0.05,1.38,-0.39,-1.05,8,10,0.76,-2.76,-0.21,-1.11,3.5,2,4,2,2,4,4,3,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
2,1,-0.6181,-2.92,-2.11,-3.1,-0.89,-1.37,-1.05,-0.81,2,1,1.02,0.52,-0.96,-0.61,1.0,3,3,1,3,1,1,3,3,2,2,2,2,1,1,1.0,2,4,2,4,1,1
0,3,0.0504,1.62,0.19,-0.33,-0.48,-1.0,0.84,1.09,11,8,-0.41,-0.6,-1.38,-1.11,2.5,1,1,1,2,4,4,4,4,1,2,1,1,2,1,2.0,1,1,1,1,0,0
2,4,0.4316,-1.29,-1.49,-0.33,0.25,0.87,-0.73,0.14,8,6,-1.01,-0.6,0.21,0.95,3.0,3,1,2,1,4,4,4,4,2,2,1,2,2,1,3.0,1,1,1,2,0,1
2,0,-0.5628,1.62,1.34,1.69,1.83,1.38,1.59,0.59,11,4,-0.14,1.56,-0.94,1.1,2.5,2,2,1,1,3,4,1,2,1,1,1,1,1,1,1.0,2,1,1,2,0,1
4,0,0.6518,0.1,1.72,1.69,-0.05,0.54,1.1,0.71,11,8,-0.68,-1.09,-1.38,-0.75,3.5,2,1,1,2,4,4,3,4,1,1,1,1,2,2,1.0,1,1,1,1,0,1
2,0,-0.6665,0.49,0.17,0.71,0.67,2.03,-0.12,1.01,11,2,0.22,-1.09,-1.5,-1.11,2.0,2,1,1,1,2,3,2,2,1,1,1,1,3,4,3.0,1,2,2,2,0,0
3,2,0.921,-1.02,-1.01,0.66,0.69,1.38,-1.43,-0.58,6,6,-3.31,1.56,1.15,1.1,2.0,3,2,2,2,2,3,3,3,1,1,1,1,1,1,1.0,2,2,2,1,0,1
5,5,1.5312,0.1,0.57,0.1,0.25,1.38,1.59,0.29,10,8,0.14,0.58,-0.56,0.0,4.0,2,2,1,2,3,3,3,3,1,1,1,1,1,2,3.0,1,1,1,1,0,1
2,2,-1.1647,-1.29,-0.54,0.15,0.36,0.49,0.19,0.23,8,10,-0.86,-0.8,-1.85,-1.61,2.0,2,1,2,2,4,4,2,3,1,1,1,1,4,2,1.0,1,2,2,1,0,1
2,2,-0.3664,1.62,0.17,0.84,0.25,0.49,1.34,1.39,8,6,-0.41,-0.8,1.15,1.1,2.5,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1.0,1,1,1,1,0,1
4,4,0.8524,-0.69,-0.36,1.69,1.83,2.03,1.1,1.01,8,6,0.64,0.23,-0.9,0.03,3.0,2,1,1,1,4,4,3,3,1,1,1,1,1,1,1.0,1,1,1,1,0,1
2,2,-0.5778,1.34,1.69,-0.89,0.69,-0.62,1.26,1.09,8,8,-0.16,0.23,-0.02,-0.35,3.0,1,1,1,2,4,4,4,3,1,2,1,1,2,1,2.0,1,1,1,1,0,1
2,3,-0.3453,0.95,1.35,0.28,-0.59,-1.45,1.34,-1.53,10,6,-0.14,1.56,-0.94,1.1,2.5,2,4,3,2,3,3,3,3,1,1,1,1,1,1,1.0,1,1,1,1,1,1
3,0,-0.9782,0.9,-0.18,1.69,0.25,-0.17,-0.37,1.39,8,6,-1.9,-0.25,0.34,1.1,4.0,1,1,1,1,3,3,3,3,1,2,1,1,2,2,2.0,1,1,1,1,0,1
3,3,0.2324,-0.17,0.1,0.84,-1.18,-0.28,-0.92,-0.2,10,6,-4.22,-1.38,-0.49,-0.68,3.0,2,2,2,2,4,3,3,4,1,1,1,1,1,1,1.0,1,2,2,2,1,1
4,3,-0.0526,0.1,-1.01,-0.89,-0.57,-1.05,-0.29,0.71,10,6,-0.3,-0.54,-1.03,-1.11,2.0,2,1,1,2,3,3,2,3,1,2,1,1,3,2,2.0,1,2,1,1,0,0
2,2,-0.3332,1.62,1.69,1.13,1.42,2.03,1.59,0.21,10,8,1.38,-0.53,-0.15,-1.18,2.5,3,2,1,1,4,4,3,4,1,1,1,1,1,1,1.0,1,1,1,1,0,1
5,4,0.7825,1.62,1.72,0.1,1.83,-1.51,0.75,0.52,6,10,-1.18,0.51,0.14,-1.11,4.0,2,1,2,1,3,3,2,3,1,1,1,1,1,1,2.0,1,2,1,1,0,1
7,2,0.0357,-0.58,0.66,-0.52,-0.91,-1.45,0.65,0.63,3,2,-2.88,1.09,0.55,0.0,0.25,2,1,1,3,4,4,4,4,1,1,1,1,2,1,6.0,1,2,2,1,1,1
2,4,0.3013,-0.95,-0.74,0.1,0.24,-0.67,-3.14,-2.4,4,6,-1.88,-0.05,1.15,-0.01,1.5,3,4,4,2,3,3,4,2,2,2,1,2,1,1,3.0,2,2,2,1,1,1
7,0,1.4472,0.94,1.34,0.28,0.25,0.16,1.26,1.39,10,10,0.17,0.44,1.15,1.1,3.5,1,1,1,1,4,4,4,4,1,1,1,1,2,3,2.0,1,1,1,1,0,1
2,2,-1.0067,0.1,-1.01,0.1,0.25,1.19,0.16,0.59,6,11,0.47,0.31,0.61,1.1,3.0,2,2,1,1,3,3,3,3,1,2,1,1,1,1,2.0,1,2,1,1,0,0
5,5,1.3326,-0.17,0.19,-0.33,-1.33,-1.0,1.34,0.52,10,8,-1.58,0.78,0.32,1.1,3.0,2,1,2,1,4,4,4,3,1,1,1,1,1,1,1.0,1,1,1,1,0,1
4,4,0.2789,-0.73,0.19,0.1,-0.49,-0.28,-0.64,-0.53,6,10,-0.98,1.56,1.15,1.1,3.0,4,1,2,2,2,2,3,2,1,1,1,1,1,1,1.0,1,2,1,1,0,1
4,4,1.0482,0.9,1.02,-0.33,-1.02,-0.17,-0.04,0.6,11,11,1.25,1.56,1.15,1.1,3.5,1,1,2,2,3,3,3,3,1,2,1,1,2,2,4.0,1,1,1,1,0,1
4,4,0.0864,-2.92,-1.49,0.15,-0.89,0.61,-0.64,-0.39,11,4,-0.34,-0.52,1.02,1.1,3.0,3,2,1,3,2,3,2,3,1,2,1,1,4,2,1.0,2,1,1,1,0,1
2,0,-1.5209,0.95,2.08,0.1,0.25,-0.17,0.55,1.39,6,8,-0.52,0.03,-0.22,0.74,0.5,1,1,1,1,3,4,3,3,1,1,1,1,1,1,1.0,1,1,1,1,1,0
2,5,-0.1131,-0.75,-1.01,0.84,0.25,-1.05,-0.04,0.52,10,6,0.19,1.07,-0.15,-0.4,3.5,2,1,2,1,4,4,3,3,1,2,1,1,2,2,2.0,1,1,1,1,0,1
2,2,-0.8725,-0.56,-0.18,0.1,-0.05,0.5,1.34,-0.2,10,6,0.31,-0.19,-0.9,-1.11,2.5,2,2,2,2,3,4,3,4,1,1,1,1,2,2,2.0,1,1,1,1,0,1
4,4,0.4098,-0.56,-0.18,1.27,-0.48,1.27,-0.04,0.1,10,10,0.56,-0.51,0.34,1.1,4.0,2,2,2,1,4,4,3,4,1,1,1,1,1,2,2.0,1,1,1,1,0,1
1,0,-1.7157,1.34,2.08,0.1,-0.18,0.91,1.59,1.01,11,11,0.0,-0.53,-0.78,1.1,3.0,2,1,1,1,4,4,2,4,1,1,1,1,3,3,3.0,1,1,1,1,0,1
4,5,1.0707,-1.29,0.49,-0.89,-1.63,0.56,0.35,0.16,8,8,1.08,-1.44,-2.07,-1.97,3.5,2,3,1,1,3,3,4,3,1,1,1,1,1,2,3.0,1,1,1,1,0,1
0,4,0.3709,1.34,-1.98,-0.84,1.83,0.16,0.45,-0.14,8,8,-0.61,-2.76,-2.32,0.95,1.0,2,4,2,2,3,3,4,3,1,1,1,1,2,2,4.0,1,2,4,2,1,1
2,2,-0.6461,0.55,0.19,0.28,1.83,-0.23,0.85,0.59,10,6,-0.35,-0.8,-0.08,-0.01,3.0,2,2,1,1,4,4,2,3,1,1,1,1,2,1,2.0,1,1,1,1,0,0
7,4,1.558,1.62,0.85,-0.89,-0.59,0.16,0.67,0.21,2,8,1.15,0.65,0.26,-0.35,3.0,3,2,1,1,4,4,4,4,1,2,1,1,2,1,5.0,1,1,1,1,0,1
2,2,0.309,0.1,2.08,0.1,0.25,-1.38,1.0,0.23,6,8,0.12,0.17,0.42,0.45,4.0,2,1,2,2,3,4,3,3,1,1,1,1,2,1,3.0,1,1,1,1,0,1
7,0,1.7231,1.62,1.39,1.27,1.53,2.03,1.59,0.33,10,10,-1.51,-0.6,-1.38,-1.11,4.0,3,1,1,2,3,4,4,4,1,1,1,1,2,1,2.0,1,1,1,1,0,1
4,2,0.8313,-1.14,-1.31,0.66,1.42,1.7,-0.04,1.01,8,6,-0.47,0.87,0.61,0.95,2.5,2,1,1,1,4,3,4,4,1,2,1,1,1,2,2.0,1,1,1,1,0,1
2,2,-0.4843,1.21,0.12,-0.33,0.25,-0.23,-0.29,0.96,11,11,-0.57,-0.68,-1.09,-1.11,4.0,1,2,1,1,3,4,2,3,1,2,1,1,1,1,1.0,1,1,1,1,0,1
4,3,0.055,-0.17,-0.66,0.1,0.25,0.93,0.16,1.01,6,11,-1.94,-1.09,-0.49,-0.91,4.0,2,1,1,1,3,3,2,3,1,2,1,1,2,2,2.0,1,1,1,1,0,1
4,5,1.192,0.1,1.23,-0.33,-1.33,-0.67,1.0,0.23,11,11,0.04,0.03,-0.49,0.0,3.5,2,1,2,2,3,3,3,3,2,1,1,1,1,1,2.0,1,1,1,1,1,1
2,0,-0.5628,1.62,-0.56,-1.5,0.97,-0.55,0.84,-0.2,6,8,-0.27,0.11,0.68,0.0,1.5,2,2,2,2,3,2,1,4,1,2,1,1,1,1,1.0,1,3,1,1,0,0
3,2,-0.1806,0.1,-0.18,0.1,-0.46,-0.67,-0.39,0.1,6,6,0.32,-0.12,-1.38,0.11,2.5,2,2,2,1,3,3,3,3,1,1,1,1,1,2,2.0,1,1,1,1,0,1
3,0,0.1743,-0.17,0.56,-0.89,-1.33,0.54,-0.04,-0.5,11,6,0.02,1.17,1.15,1.1,2.0,2,2,2,3,2,3,3,3,1,2,1,1,1,2,1.0,1,1,1,2,0,0
2,0,-0.7751,0.77,2.08,1.69,0.25,0.61,1.59,1.39,11,6,-0.28,-1.37,-0.78,1.1,4.0,1,1,1,1,4,4,2,3,1,1,1,1,2,1,3.0,1,1,1,1,0,1
3,4,1.2487,-1.68,-1.81,1.69,-0.16,1.19,-0.59,0.41,10,10,1.67,0.26,0.68,1.1,3.5,2,1,1,3,4,3,3,4,1,2,1,1,2,5,2.0,1,1,2,1,0,1
5,4,1.3164,-0.29,-1.33,0.84,0.25,1.66,-0.04,1.01,10,6,0.31,-0.19,-0.9,-1.11,3.5,2,1,1,1,3,4,4,4,1,1,1,1,1,2,3.0,1,1,1,1,0,1
5,4,1.1088,-1.05,0.56,0.71,-0.49,0.56,-2.0,-2.53,6,6,-0.74,0.3,0.61,0.11,2.0,4,2,4,4,2,4,1,2,1,1,1,2,1,1,1.0,2,4,4,2,1,1
2,2,-0.6184,-1.82,-2.46,-0.76,-1.63,-0.17,-1.28,-1.36,11,6,-0.81,-1.09,-0.56,0.43,1.0,3,2,3,3,2,3,4,3,1,1,1,1,1,1,1.0,1,1,1,3,0,0
3,4,0.4495,0.1,-0.64,-0.33,0.25,-0.28,-0.04,1.09,11,4,0.53,-0.6,-0.9,-1.11,4.0,1,1,1,2,2,3,3,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
2,3,-0.3699,0.51,-0.54,0.1,-0.05,-0.23,-0.06,0.52,11,8,1.25,0.52,-0.15,0.0,3.5,2,1,2,1,3,3,3,2,1,1,1,1,1,2,2.0,1,1,1,1,0,1
5,7,1.1744,1.34,1.6,-0.04,-0.77,-0.63,0.92,1.39,6,8,1.61,0.87,0.68,1.1,4.0,1,1,1,1,4,4,4,4,1,1,1,1,2,2,5.0,1,1,1,1,0,1
2,2,-0.5318,-1.0,-0.16,0.1,0.25,1.38,-0.04,0.23,8,6,-0.35,-0.8,-0.08,-0.01,3.0,2,1,2,2,2,3,3,3,1,1,1,1,3,2,3.0,2,1,1,1,0,1
2,2,0.2122,0.78,-0.36,-0.6,-0.17,1.31,1.59,-0.67,10,11,0.08,0.87,1.02,0.8,2.5,1,4,2,2,3,3,3,1,1,1,1,1,2,1,3.0,1,1,1,1,0,0
5,0,1.2788,0.1,0.19,-0.47,-0.05,0.93,0.16,0.52,6,8,1.76,1.07,0.74,1.1,4.0,2,1,2,1,4,3,3,3,1,1,1,1,1,2,2.0,1,1,1,1,0,1
4,0,0.8492,-0.17,0.19,0.1,0.25,-0.28,-0.04,-0.2,8,6,1.08,1.07,0.74,0.69,3.5,2,2,2,2,4,4,4,3,2,2,1,1,2,1,2.0,1,1,1,1,0,1
4,3,0.1989,-2.07,-0.66,-0.94,-0.48,-0.23,-0.39,0.79,10,6,-1.09,0.31,-0.49,0.0,3.5,1,1,1,3,3,3,3,3,1,1,1,1,1,1,2.0,1,1,1,1,0,1
1,1,-0.7992,-0.75,-0.18,0.1,-0.05,0.92,-0.04,-2.78,2,11,-0.17,-0.8,0.14,1.1,3.5,4,4,4,2,2,3,3,3,1,2,1,2,1,1,1.0,2,1,1,1,0,1
2,2,-0.4191,0.1,0.17,1.27,-0.48,-0.61,1.59,0.59,11,2,-0.28,0.17,0.14,-0.31,3.0,2,2,1,1,4,4,3,4,1,2,1,1,1,1,2.0,1,1,1,1,0,1
1,0,-1.5735,0.82,1.42,1.69,1.83,0.56,-0.04,1.39,10,6,0.14,1.07,1.15,1.1,3.5,1,1,1,1,2,3,3,1,1,2,1,1,1,2,4.0,1,1,1,1,0,1
